('0.000', '16.320')
('16.440', '18.900')
('18.930', '20.280')
('20.370', '23.340')
('23.520', '24.120')
('24.180', '25.290')
('25.290', '26.610')
('26.610', '30.150')
('30.150', '33.240')
('33.270', '40.470')
('40.470', '45.210')
('45.390', '46.650')
('46.650', '48.420')
('48.690', '49.980')
('50.190', '53.700')
('53.880', '54.510')
('54.510', '56.760')
('56.760', '59.280')
('59.580', '62.130')
('62.220', '62.850')
('62.880', '66.570')
('66.660', '69.660')
('69.690', '73.590')
('73.800', '75.780')
('75.990', '78.150')
('78.150', '91.140')
('91.140', '95.820')
('95.910', '97.410')
('97.410', '98.430')
('98.430', '102.180')
('102.180', '107.580')
('107.580', '109.620')
('109.770', '110.550')
('110.550', '113.850')
('113.850', '115.950')
('115.950', '116.820')
('116.820', '118.830')
('118.830', '121.680')
('121.680', '128.010')
('128.010', '129.540')
('129.540', '130.650')
('130.650', '131.970')
('132.330', '135.000')
('135.000', '138.450')
('138.450', '142.410')
('142.620', '144.480')
('144.480', '146.580')
('146.640', '149.820')
('150.450', '152.700')
('152.730', '154.260')
('154.380', '156.330')
('156.840', '158.880')
('159.210', '160.440')
('160.470', '163.800')
('163.860', '164.790')
('164.790', '166.470')
('166.560', '167.550')
('167.640', '171.780')
('171.780', '176.190')
('176.310', '180.930')
('181.290', '184.980')
('185.010', '187.080')
('187.320', '189.270')
('190.080', '190.830')
('191.070', '191.970')
('192.360', '193.170')
('194.310', '195.540')
('196.140', '199.650')
('200.070', '204.270')
('204.540', '207.480')
('207.480', '210.690')
('210.690', '212.760')
('213.420', '215.520')
('215.520', '217.830')
('217.890', '220.260')
('220.260', '221.640')
('221.640', '225.210')
('225.240', '227.400')
('227.640', '236.160')
('236.370', '238.500')
('238.530', '241.080')
('241.620', '245.580')
('245.580', '249.180')
('249.270', '251.520')
('251.670', '256.170')
('256.650', '258.300')
('258.300', '261.660')
('261.660', '267.990')
('267.990', '269.490')
('269.880', '273.360')
('273.390', '277.320')
('277.410', '278.280')
('278.490', '279.630')
('280.080', '281.700')
('281.700', '284.340')
('284.520', '286.470')
('286.560', '288.600')
('288.600', '292.290')
('292.650', '293.910')
('293.910', '295.830')
('295.830', '298.350')
('298.440', '299.520')
('299.550', '301.860')
('301.860', '303.630')
('303.720', '305.040')
('305.160', '309.690')
('310.230', '315.210')
('315.360', '318.300')
('318.870', '320.850')
('320.850', '323.100')
('323.250', '325.590')
('325.590', '329.160')
('329.370', '334.320')
('334.590', '335.460')
('335.760', '338.730')
('338.730', '342.630')
('342.960', '344.730')
('344.880', '346.140')
('346.230', '349.650')
('349.650', '350.580')
('350.880', '355.860')
('357.030', '359.850')
('360.780', '363.390')
('363.810', '366.480')
('366.480', '369.960')
('370.080', '371.490')
('371.700', '373.140')
('373.140', '379.170')
('379.170', '382.620')
('382.800', '384.270')
('384.780', '388.200')
('388.380', '392.070')
('392.130', '396.270')
('396.360', '397.440')
('397.440', '399.420')
('399.450', '402.300')
('403.200', '405.300')
('405.360', '408.120')
('408.210', '408.990')
('408.990', '410.730')
('410.730', '412.710')
('412.710', '414.690')
('415.500', '417.270')
('417.480', '418.620')
('418.620', '420.390')
('420.480', '423.030')
('423.420', '425.100')
('425.400', '427.530')
('427.620', '429.780')
('430.290', '433.740')
('433.740', '437.400')
('437.550', '439.320')
('439.380', '440.490')
('441.060', '443.790')
('444.810', '447.630')
('447.630', '449.910')
('450.030', '450.900')
('450.900', '452.550')
('452.550', '453.840')
('454.110', '458.520')
('459.000', '462.000')
('462.030', '463.050')
('463.200', '469.140')
('469.320', '472.860')
('473.100', '474.240')
('474.360', '476.160')
('476.160', '481.770')
('482.190', '482.850')
('482.850', '486.270')
('486.660', '487.290')
('487.290', '490.590')
('490.740', '494.760')
('494.940', '496.830')
('497.070', '499.650')
('499.800', '504.390')
('504.570', '505.440')
('505.470', '506.880')
('506.880', '509.070')
('509.100', '512.070')
('512.280', '515.160')
('515.250', '519.540')
('520.290', '527.340')
('527.370', '528.150')
('528.540', '530.340')
('530.700', '534.360')
('534.480', '536.280')
('536.490', '539.520')
('539.520', '542.070')
('542.070', '545.640')
('546.570', '547.710')
('547.800', '549.090')
('549.090', '550.050')
('552.540', '553.530')

