('0.120', '5.790')
('7.650', '8.970')
('9.060', '11.550')
('12.000', '15.840')
('16.080', '17.490')
('17.550', '20.010')
('20.010', '23.880')
('23.880', '25.440')
('25.950', '27.990')
('28.140', '30.480')
('31.020', '33.060')
('33.090', '34.290')
('34.980', '38.730')
('38.910', '41.790')
('42.990', '45.210')
('45.270', '47.010')
('47.010', '49.110')
('49.440', '51.570')
('52.110', '54.420')
('54.420', '56.040')
('56.970', '58.740')
('58.740', '61.710')
('61.710', '64.110')
('64.410', '65.550')
('65.730', '67.140')
('67.170', '68.910')
('68.910', '71.580')
('72.360', '73.500')
('73.560', '74.670')
('74.910', '78.150')

