('0.570', '9.720')
('9.720', '13.110')
('13.170', '17.130')
('17.280', '22.530')
('22.530', '28.140')
('28.560', '32.070')
('32.130', '34.260')
('34.260', '36.240')
('36.330', '42.630')
('42.630', '50.040')
('50.040', '57.600')
('57.600', '62.760')
('62.760', '76.500')
('76.590', '79.380')
('79.590', '82.290')
('82.290', '86.190')
('86.190', '96.120')
('96.180', '99.210')
('99.210', '103.260')
('103.320', '107.310')
('107.760', '111.090')
('111.150', '113.040')
('113.040', '114.990')
('115.050', '118.380')
('118.410', '124.200')
('124.260', '135.390')
('135.420', '139.920')
('140.130', '145.530')
('145.620', '147.330')
('147.330', '148.650')
('148.770', '151.560')
('151.560', '155.700')
('156.480', '164.610')
('164.610', '169.800')
('169.890', '174.930')
('174.930', '175.980')
('176.010', '177.480')
('177.990', '181.710')
('181.890', '184.140')
('184.200', '186.780')
('186.990', '188.430')
('188.430', '192.180')
('192.180', '197.070')
('197.400', '198.360')
('198.360', '200.790')
('200.790', '205.680')
('205.860', '215.970')
('216.060', '220.410')
('220.590', '235.770')
('235.890', '243.840')
('244.020', '246.720')
('246.750', '248.700')
('249.360', '250.860')
('251.130', '253.050')
('253.080', '274.260')
('274.260', '285.600')
('285.630', '287.970')
('289.980', '291.870')
('291.900', '293.400')
('293.520', '296.250')
('296.280', '300.540')
('301.320', '306.750')
('306.810', '310.290')
('311.250', '316.050')
('316.920', '322.320')
('323.220', '323.970')
('324.240', '325.260')
('325.260', '327.390')
('327.390', '331.440')
('331.860', '335.190')
('335.190', '337.470')
('337.470', '344.280')
('344.550', '347.820')
('347.850', '350.310')
('350.670', '354.690')
('354.930', '357.840')
('357.960', '359.400')
('359.730', '362.640')
('362.700', '363.570')
('363.570', '366.450')
('367.950', '368.940')
('368.940', '370.320')
('371.070', '374.010')
('374.250', '378.660')
('379.020', '381.780')
('381.780', '385.530')
('385.620', '386.730')
('386.730', '389.040')
('389.160', '393.090')
('393.420', '394.680')
('395.220', '396.630')
('397.350', '399.390')
('399.390', '403.470')
('403.470', '404.970')
('405.390', '406.260')
('406.290', '408.630')
('408.660', '409.980')
('410.070', '413.850')
('414.480', '415.890')
('416.850', '417.660')
('417.750', '418.800')
('419.070', '421.590')
('421.710', '423.870')
('423.900', '426.120')
('426.120', '429.420')
('429.720', '433.470')
('433.500', '434.580')
('434.580', '436.440')
('436.440', '440.880')
('440.940', '442.830')
('442.890', '447.540')
('447.630', '450.300')
('450.480', '454.440')
('454.440', '463.020')
('463.260', '464.790')
('465.030', '467.190')
('467.220', '470.820')
('471.120', '473.580')
('473.700', '475.080')
('475.080', '476.250')
('476.490', '480.660')
('480.750', '484.620')
('484.620', '488.580')
('488.790', '493.020')
('493.110', '493.950')
('494.460', '498.990')
('499.170', '502.620')
('502.890', '506.100')
('507.030', '508.290')
('508.290', '509.610')
('510.120', '511.110')
('511.290', '514.770')

