('0.030', '14.880')
('15.150', '17.670')
('17.730', '22.320')
('22.530', '28.320')
('28.710', '29.430')
('29.880', '36.390')
('36.570', '38.520')
('38.670', '40.650')
('40.710', '42.420')
('42.510', '45.000')
('45.330', '47.130')
('47.610', '53.250')
('53.460', '56.790')
('56.970', '59.820')
('60.090', '61.290')
('61.710', '63.270')
('63.390', '70.800')
('70.890', '72.660')
('73.050', '74.640')
('74.640', '75.990')
('76.320', '78.090')
('84.060', '84.930')
('85.620', '89.550')
('89.850', '92.910')
('93.540', '94.200')
('94.200', '100.050')
('100.200', '103.500')
('103.500', '104.220')
('104.700', '106.860')
('107.100', '108.810')
('109.800', '110.460')
('110.460', '111.150')
('111.540', '112.740')
('112.890', '114.600')
('114.900', '115.530')
('115.590', '116.700')
('116.880', '117.630')
('119.550', '120.600')
('120.960', '121.950')
('124.140', '126.690')
('126.690', '127.650')
('128.790', '132.300')
('132.390', '135.240')
('136.590', '138.960')
('139.170', '140.610')
('140.670', '141.870')
('142.140', '142.860')
('143.550', '144.330')
('146.310', '147.180')
('147.840', '148.650')
('149.070', '150.510')
('150.510', '151.110')
('151.200', '154.950')
('155.280', '157.950')
('158.580', '160.560')
('160.590', '162.510')
('162.570', '163.920')
('164.220', '164.820')
('165.150', '168.180')
('169.020', '169.860')
('169.860', '171.480')
('171.720', '176.220')
('176.400', '179.820')
('180.150', '181.650')
('181.680', '185.880')
('185.910', '186.810')
('187.110', '190.620')
('190.770', '193.020')
('193.170', '200.730')
('201.120', '204.960')
('205.020', '207.390')
('208.530', '209.190')
('209.190', '210.570')
('210.570', '214.290')
('214.950', '217.050')
('217.050', '218.460')
('218.670', '220.410')
('220.530', '224.190')
('225.150', '226.710')
('226.800', '229.350')
('229.860', '233.280')
('236.070', '239.190')
('239.910', '240.600')
('240.600', '242.070')
('242.250', '244.380')
('244.950', '245.640')
('246.030', '248.460')
('249.240', '250.530')
('251.250', '252.450')
('252.900', '255.990')
('256.320', '259.050')
('259.350', '259.950')
('260.670', '262.800')
('263.580', '264.330')
('264.840', '266.640')
('267.900', '268.500')
('269.040', '269.820')
('269.820', '273.480')
('274.410', '275.130')
('275.430', '276.720')
('277.140', '277.770')
('279.840', '284.160')
('284.610', '287.550')
('287.580', '293.070')
('294.690', '295.290')
('297.750', '298.770')
('299.250', '301.410')
('307.080', '308.220')
('313.500', '314.100')
('314.820', '317.010')
('317.010', '317.670')
('318.030', '320.010')
('320.190', '320.880')
('321.990', '322.860')
('328.800', '329.400')
('329.850', '330.840')
('335.190', '335.970')
('336.570', '337.380')
('338.100', '340.890')
('345.120', '345.900')
('349.470', '351.210')
('351.210', '356.100')
('356.280', '357.930')
('358.890', '359.550')
('360.330', '362.340')
('362.460', '363.450')
('364.080', '364.710')
('365.370', '366.330')
('367.980', '369.000')
('369.300', '370.020')
('370.380', '372.930')
('377.250', '378.300')
('379.710', '381.450')
('381.570', '383.370')
('383.460', '384.960')
('385.320', '386.850')
('387.960', '389.730')
('389.850', '392.310')
('392.310', '394.680')
('395.550', '397.110')
('397.380', '398.310')
('399.330', '401.250')
('402.030', '406.440')
('407.700', '409.350')
('409.590', '411.240')
('411.510', '412.470')
('413.040', '414.480')
('415.410', '416.250')
('416.310', '419.790')
('420.000', '421.230')
('421.380', '423.990')
('424.200', '425.190')
('425.550', '426.480')
('426.660', '427.620')
('427.620', '431.850')
('431.850', '432.450')
('432.570', '433.470')
('433.500', '434.490')
('434.490', '435.390')
('436.200', '436.890')
('437.580', '438.240')
('438.240', '440.760')
('441.000', '444.180')
('444.570', '445.710')

