('1.020', '1.980')
('2.130', '7.050')
('7.200', '10.230')
('11.520', '16.830')
('16.860', '21.480')
('21.540', '25.110')
('25.260', '28.230')
('29.280', '35.490')
('35.940', '39.840')
('39.840', '42.630')
('42.690', '46.650')
('46.650', '47.370')
('47.370', '50.310')
('51.210', '52.230')
('52.230', '54.990')
('54.990', '58.080')
('58.170', '62.430')
('63.030', '64.440')
('64.770', '67.860')
('68.130', '70.260')
('70.290', '72.780')
('72.990', '75.540')
('76.170', '77.340')
('77.460', '80.550')
('80.670', '85.080')
('85.890', '90.600')
('90.810', '96.600')
('97.530', '103.350')
('103.500', '106.380')
('107.520', '113.370')
('113.550', '115.140')
('115.800', '116.460')
('116.970', '119.280')
('119.760', '123.420')
('124.080', '125.820')
('125.820', '128.610')
('129.510', '134.700')
('136.890', '138.090')
('138.210', '139.530')
('139.530', '141.780')
('141.780', '142.980')
('143.130', '145.860')
('145.860', '146.520')
('146.610', '147.570')
('147.570', '150.510')
('151.080', '155.400')
('155.670', '156.990')
('157.140', '160.560')
('160.560', '161.310')
('161.520', '165.030')
('166.230', '170.040')
('170.190', '173.460')
('173.610', '174.930')
('174.930', '175.800')
('176.070', '178.380')
('178.920', '179.910')
('180.060', '183.540')
('186.540', '187.830')
('187.830', '190.800')
('190.890', '192.060')
('192.210', '193.740')
('193.980', '195.330')
('195.900', '197.820')
('197.910', '198.900')
('198.990', '200.250')
('200.250', '201.180')
('201.240', '203.250')
('203.370', '204.660')
('205.590', '208.170')
('208.170', '209.280')
('209.760', '211.020')
('211.020', '212.250')
('212.250', '213.540')
('213.900', '214.980')
('215.460', '216.120')
('216.540', '217.920')
('218.130', '220.110')
('220.950', '222.570')
('222.570', '223.740')
('224.220', '226.080')
('228.330', '229.260')
('229.260', '230.190')
('230.190', '233.550')
('233.610', '236.280')
('237.510', '239.250')
('240.270', '242.280')
('242.940', '244.320')
('245.550', '249.330')
('249.360', '251.100')
('251.190', '253.350')
('254.370', '255.780')
('255.900', '258.870')

