('0.060', '8.520')
('8.790', '9.930')
('10.140', '11.400')
('11.460', '14.790')
('14.850', '16.740')
('16.770', '17.820')
('18.300', '19.440')
('19.590', '22.140')
('22.170', '25.350')
('25.710', '27.120')
('27.150', '29.160')
('29.340', '31.680')
('31.920', '44.310')
('44.670', '46.470')
('46.950', '48.930')
('49.230', '52.890')
('52.980', '55.890')
('56.040', '58.350')
('58.470', '59.910')
('59.910', '61.260')
('61.740', '64.440')
('64.920', '67.800')
('68.340', '69.030')
('69.210', '70.620')
('70.680', '71.880')
('71.940', '75.180')
('75.270', '77.550')
('78.150', '80.970')
('80.970', '82.380')
('86.880', '88.410')
('88.500', '90.840')
('91.050', '92.220')
('92.220', '94.140')
('94.380', '95.130')
('95.310', '96.600')
('96.900', '102.240')
('102.300', '103.290')
('103.530', '105.570')
('107.160', '108.090')
('108.330', '109.650')
('109.770', '110.400')
('110.790', '111.480')
('111.690', '116.430')
('116.610', '117.390')
('117.780', '119.220')
('119.220', '120.330')
('122.310', '123.450')
('126.060', '127.410')

