('0.030', '26.310')
('26.610', '31.230')
('31.230', '33.990')
('33.990', '35.430')
('35.580', '40.530')
('40.530', '44.370')
('44.430', '53.700')
('53.730', '55.560')
('55.920', '63.420')
('63.540', '69.810')
('69.810', '73.140')
('73.290', '76.980')
('76.980', '78.570')
('78.570', '81.150')
('81.150', '87.150')
('87.360', '90.210')
('90.210', '91.080')
('91.080', '94.440')
('94.440', '99.270')
('99.540', '103.710')
('103.950', '108.840')
('108.840', '111.270')
('112.080', '115.200')
('115.500', '117.180')
('117.240', '119.490')
('119.490', '121.800')
('122.070', '123.750')
('125.670', '127.410')
('127.920', '130.470')
('130.500', '131.790')
('131.790', '133.530')
('133.770', '138.900')
('138.900', '140.880')
('141.090', '144.210')
('144.270', '145.380')
('146.550', '147.870')
('147.960', '152.940')
('153.270', '155.400')
('155.400', '157.050')
('157.830', '158.670')
('159.660', '160.800')
('161.460', '164.400')
('164.580', '165.990')
('166.290', '168.030')
('168.510', '172.200')
('172.740', '177.150')
('177.210', '178.290')
('178.950', '183.270')
('183.450', '187.860')
('187.920', '189.690')
('189.750', '190.740')
('190.740', '191.430')
('191.460', '192.210')
('192.210', '193.170')
('193.170', '194.370')
('195.360', '197.760')
('198.270', '201.060')
('201.270', '202.050')
('202.050', '203.070')
('203.250', '203.850')
('204.330', '205.560')
('206.670', '207.630')
('207.960', '209.010')
('209.040', '211.710')
('211.830', '213.270')
('213.630', '214.950')
('215.010', '216.300')
('216.510', '218.040')
('218.340', '219.330')
('220.230', '222.330')
('223.230', '224.760')
('224.760', '225.450')
('226.500', '228.030')
('228.120', '229.200')
('229.650', '230.730')
('231.780', '232.920')
('233.400', '234.000')
('234.300', '236.430')
('237.780', '239.520')
('240.660', '242.220')
('242.220', '244.140')
('245.400', '246.360')
('246.780', '247.770')
('248.220', '249.540')
('249.690', '250.620')
('251.670', '252.840')
('252.900', '254.850')
('255.810', '256.860')
('257.280', '258.450')
('258.900', '259.950')
('260.580', '261.690')
('261.840', '263.220')
('263.280', '264.390')
('264.720', '265.830')
('266.190', '267.570')
('269.010', '272.400')
('272.970', '273.780')
('273.780', '274.890')
('275.220', '277.230')
('277.860', '278.700')
('278.970', '280.050')
('280.230', '281.310')
('282.000', '283.320')
('283.620', '284.790')
('285.750', '288.600')
('288.720', '289.530')
('290.430', '291.300')
('291.390', '292.470')
('292.650', '293.760')
('294.180', '295.200')
('296.160', '298.140')
('298.890', '300.240')
('301.410', '302.640')
('302.970', '304.020')
('305.400', '306.420')
('307.950', '309.240')
('309.240', '310.350')
('310.740', '312.810')
('313.380', '314.490')
('315.390', '316.590')
('318.660', '319.680')
('320.520', '321.450')
('321.450', '322.770')
('323.160', '323.820')
('323.880', '325.200')
('326.310', '327.150')
('328.110', '328.710')
('328.950', '330.000')
('330.000', '330.750')
('330.840', '332.130')
('332.790', '333.720')
('336.780', '337.890')
('339.060', '340.290')
('340.680', '341.370')
('341.730', '342.720')
('344.850', '346.260')
('346.500', '347.610')
('348.420', '351.720')
('353.460', '354.720')
('355.200', '356.580')
('356.790', '357.840')
('358.860', '362.430')
('363.210', '364.410')
('365.790', '366.480')
('366.510', '367.410')
('367.650', '368.250')
('368.790', '369.600')
('369.600', '370.380')
('371.880', '372.870')
('373.110', '374.220')
('374.340', '375.930')
('376.380', '377.190')
('377.400', '378.420')
('378.660', '380.250')
('380.250', '381.720')
('382.560', '384.120')
('386.130', '387.240')
('387.900', '389.280')
('389.280', '390.090')
('390.840', '391.620')
('391.650', '392.850')
('393.120', '394.200')
('394.260', '395.280')
('396.000', '396.630')
('396.810', '397.890')
('398.970', '400.350')
('400.800', '401.460')
('401.460', '403.410')
('404.580', '406.410')
('407.460', '408.060')
('408.330', '409.200')
('409.410', '410.490')
('410.580', '411.990')
('412.440', '413.640')
('415.020', '415.980')
('416.880', '417.840')
('418.410', '419.430')
('419.790', '421.590')
('422.370', '423.060')
('423.660', '424.440')

