('0.000', '3.330')
('7.980', '9.510')
('9.900', '16.170')
('16.170', '18.360')
('18.600', '21.240')
('21.600', '28.170')
('28.290', '30.060')
('30.810', '38.490')
('39.150', '42.510')
('45.060', '49.560')
('51.870', '54.510')
('55.770', '59.460')
('61.050', '63.840')
('63.870', '65.460')
('66.990', '70.020')
('76.350', '77.820')
('77.970', '80.520')
('84.630', '87.720')
('91.500', '92.850')
('95.670', '96.780')
('99.480', '100.200')
('101.220', '103.560')
('106.890', '109.020')
('109.500', '112.680')
('113.820', '115.620')
('117.840', '120.540')
('125.160', '127.200')
('131.040', '132.630')
('134.130', '136.710')
('137.850', '139.380')
('139.650', '141.060')
('145.800', '148.620')
('150.150', '152.190')
('154.500', '162.330')
('162.930', '167.760')
('168.660', '172.440')
('178.350', '180.570')
('181.230', '182.910')
('185.040', '187.140')
('188.610', '190.500')
('192.000', '194.280')
('194.640', '196.590')
('197.610', '199.440')
('200.640', '204.420')
('210.150', '211.590')
('214.110', '215.640')
('216.480', '218.880')
('220.440', '223.590')
('225.270', '228.180')
('228.900', '230.280')
('231.030', '233.520')
('234.930', '237.000')
('238.740', '240.870')
('245.280', '247.920')
('248.580', '250.350')
('251.850', '256.230')
('257.400', '258.540')
('260.490', '262.440')
('262.710', '264.900')
('265.920', '267.480')
('268.140', '269.970')
('270.690', '272.550')
('278.250', '281.160')
('282.270', '285.150')
('286.710', '289.020')
('289.410', '290.700')
('290.760', '291.840')
('293.220', '297.150')
('297.780', '298.980')
('298.980', '300.300')
('311.910', '313.620')
('314.850', '316.830')
('317.520', '319.110')
('324.030', '325.770')
('326.490', '327.600')
('329.610', '331.080')
('333.690', '334.830')
('335.550', '337.890')
('338.280', '340.650')
('341.190', '342.540')
('344.100', '346.020')
('349.320', '350.610')
('350.610', '351.990')
('353.070', '357.900')
('358.320', '361.170')
('361.170', '362.130')
('368.970', '372.240')
('374.520', '376.350')
('380.490', '382.920')
('385.380', '388.350')
('388.860', '390.030')
('390.840', '396.120')
('396.210', '397.380')
('397.470', '398.910')
('399.210', '400.470')
('400.740', '401.430')

