('0.150', '7.590')
('9.630', '12.360')
('13.020', '15.660')
('16.290', '16.980')
('17.310', '18.720')
('18.720', '20.280')
('20.310', '21.750')
('21.780', '23.910')
('23.910', '27.540')
('27.630', '29.370')
('29.730', '32.250')
('32.460', '35.460')
('35.460', '36.810')
('36.810', '38.400')
('39.150', '41.190')
('41.190', '43.980')
('44.130', '45.090')
('45.090', '46.200')
('46.770', '48.450')
('48.630', '49.590')
('50.610', '54.180')
('54.330', '56.670')
('57.240', '61.020')
('61.110', '62.910')
('62.910', '65.220')
('65.340', '67.500')
('67.620', '69.210')
('69.840', '75.750')
('76.350', '78.060')
('78.270', '80.160')
('80.700', '85.230')
('85.230', '88.500')
('88.740', '91.170')
('91.170', '93.540')
('94.410', '96.270')
('97.800', '99.690')
('100.770', '101.850')
('102.420', '104.220')
('107.010', '107.730')
('107.730', '111.150')
('113.070', '118.440')
('118.530', '120.150')
('120.150', '121.590')
('121.590', '122.400')
('124.740', '125.760')
('125.910', '127.680')
('127.710', '129.390')
('129.600', '132.210')
('133.230', '134.520')
('134.610', '137.190')
('137.400', '139.080')
('139.080', '141.750')
('143.340', '147.300')
('147.540', '151.170')
('151.380', '154.650')
('155.820', '159.600')
('159.630', '162.840')
('162.840', '164.340')
('164.340', '167.100')
('168.660', '170.430')
('170.580', '172.140')
('172.710', '173.700')
('174.030', '176.310')
('176.670', '177.960')
('178.080', '179.190')
('179.280', '180.750')
('180.870', '183.000')
('183.420', '186.660')
('186.810', '188.460')
('188.460', '191.430')
('191.790', '193.380')
('193.740', '197.040')
('197.430', '199.650')
('200.310', '202.980')
('203.070', '203.970')
('204.090', '204.840')
('204.840', '206.760')
('206.790', '209.970')
('210.600', '211.740')
('212.010', '213.330')
('213.870', '217.710')
('218.070', '220.200')
('220.410', '221.730')
('222.240', '224.640')
('224.820', '230.820')
('231.240', '234.930')
('235.500', '236.550')
('236.550', '238.800')
('238.950', '242.280')
('242.880', '246.720')
('246.720', '248.400')
('248.880', '250.200')
('250.290', '251.670')
('252.390', '253.440')
('254.340', '258.360')
('258.420', '259.590')
('259.770', '261.000')
('261.420', '263.580')
('264.300', '266.340')
('267.420', '268.110')
('268.620', '271.140')
('271.230', '274.740')
('275.130', '278.370')
('278.400', '281.040')
('281.310', '283.500')
('283.500', '284.550')
('284.760', '286.110')
('287.130', '290.580')
('290.730', '293.160')
('293.700', '294.960')
