('1.020', '20.460')
('20.460', '29.940')
('29.970', '33.660')
('33.810', '58.770')
('58.980', '67.230')
('67.380', '70.230')
('70.290', '74.010')
('74.190', '75.270')
('75.270', '76.560')
('76.590', '78.600')
('78.840', '83.640')
('83.790', '87.180')
('87.360', '89.910')
('90.090', '92.820')
('92.820', '94.560')
('94.560', '97.050')
('97.380', '101.280')
('101.430', '103.620')
('103.620', '104.220')
('104.220', '105.570')
('106.020', '108.240')
('108.240', '111.990')
('112.050', '117.720')
('118.050', '121.710')
('121.920', '124.410')
('124.560', '125.970')
('125.970', '128.640')
('128.640', '130.860')
('131.010', '133.230')
('133.260', '135.120')
('135.120', '136.620')
('136.680', '139.950')
('140.220', '140.880')
('141.120', '142.410')
('142.530', '144.030')
('144.600', '145.740')
('146.580', '147.840')
('147.840', '149.010')
('149.100', '150.780')
('151.170', '151.800')
('151.800', '153.150')
('153.150', '154.920')
('156.390', '158.370')
('159.570', '161.070')
('161.160', '163.200')
('163.230', '163.830')
('164.070', '166.710')
('166.740', '168.060')
('168.480', '170.880')
('170.940', '177.540')
('177.690', '179.460')
('180.240', '181.560')
('181.740', '182.940')
('184.050', '186.870')
('187.560', '188.700')
('189.810', '190.890')
('191.040', '191.880')
('191.880', '192.570')
('192.660', '194.190')
('194.280', '196.590')
('197.730', '199.260')
('199.650', '201.720')
('202.350', '204.270')
('204.270', '205.500')
('205.620', '208.470')
('208.530', '209.880')
('211.500', '213.150')
('213.420', '214.500')
('215.160', '216.090')
('217.230', '219.780')
('219.840', '221.730')
('221.730', '222.900')
('223.140', '224.160')
('224.880', '227.790')
('228.660', '230.100')
('230.670', '233.490')
('233.610', '234.750')
('235.380', '236.280')
('237.150', '237.870')
('237.930', '240.390')
('240.720', '242.850')
('243.870', '245.610')
('246.240', '247.860')
('247.890', '249.420')
('249.600', '253.080')
('253.080', '254.940')
('254.940', '255.810')
('256.140', '257.880')
('258.690', '260.100')
('260.160', '261.330')
('261.840', '264.120')
('264.150', '264.930')
('264.930', '266.220')
('266.880', '268.710')
('270.300', '276.300')
('276.630', '279.390')
('281.130', '282.750')
('284.400', '285.210')
('285.690', '286.860')
('286.950', '287.550')
('289.140', '292.380')
('292.530', '293.310')
('294.210', '295.620')
('295.710', '297.960')
('298.080', '299.580')
('300.210', '300.960')
('301.140', '302.580')
('302.580', '303.360')
('303.360', '304.920')
('305.790', '306.750')
('307.290', '307.890')
('308.100', '309.330')
('309.450', '310.560')
('310.770', '311.730')
('311.820', '313.320')
('313.560', '314.880')
('316.080', '317.850')
('318.810', '319.800')
('320.070', '321.000')
('321.270', '321.930')
('322.560', '324.690')

('325.530', '326.370')
