('0.000', '6.030')
('10.650', '14.070')
('14.160', '17.550')
('17.640', '19.710')
('20.100', '21.960')
('22.050', '22.710')
('22.740', '28.620')
('28.680', '29.970')
('30.030', '31.080')
('31.080', '32.610')
('32.610', '35.430')
('35.520', '37.800')
('38.520', '39.120')
('39.150', '41.130')
('41.280', '43.560')
('43.560', '45.120')
('45.150', '47.370')
('47.670', '52.200')
('52.380', '55.710')
('55.710', '58.890')
('59.160', '61.140')
('61.140', '61.920')
('62.190', '64.350')
('64.680', '65.760')
('65.880', '68.460')
('68.550', '70.020')
('70.020', '70.890')
('71.070', '71.670')
('72.180', '75.000')
('75.000', '76.380')
('76.860', '77.880')
('78.090', '82.710')
('82.770', '84.600')
('84.600', '88.140')
('88.320', '90.870')
('90.900', '92.940')
('93.720', '94.560')

