('0.570', '20.760')
('20.880', '30.030')
('30.180', '32.910')
('32.910', '35.850')
('35.880', '44.340')
('44.340', '52.050')
('52.050', '54.210')
('54.210', '66.180')
('66.240', '70.320')
('70.680', '80.640')
('80.640', '83.910')
('84.000', '95.160')
('95.160', '110.160')
('110.160', '119.490')
('119.670', '121.650')
('121.740', '131.400')
('131.640', '135.270')
('135.270', '139.200')
('139.230', '143.610')
('143.610', '153.450')
('153.450', '161.670')
('161.670', '179.490')
('179.970', '183.990')
('184.050', '186.060')

('186.120', '188.370')
