('0.270', '6.300')
('7.830', '8.430')
('8.430', '9.420')
('9.930', '13.890')
('13.890', '14.760')
('14.910', '16.890')
('17.520', '18.930')
('19.410', '20.670')
('21.210', '23.280')
('23.430', '25.410')
('26.700', '28.980')
('30.810', '31.830')
('31.830', '33.270')
('33.600', '35.100')
('35.460', '36.750')
('36.840', '37.770')
('38.460', '39.090')
('39.390', '40.260')
('40.320', '41.070')
('41.370', '43.560')
('44.310', '44.910')
('45.210', '46.350')
('47.100', '48.510')
('48.570', '49.200')
('50.880', '51.630')
('53.040', '53.730')
('53.970', '55.050')
('58.230', '60.180')
('63.510', '65.400')
('67.920', '69.270')
('70.320', '71.790')
('72.060', '73.770')
('74.190', '75.660')
('75.690', '76.500')
('78.300', '78.900')
('79.050', '81.300')
('82.800', '83.430')
('85.140', '88.950')
('89.010', '90.660')
('91.110', '91.980')

