('7.200', '8.040')
('8.520', '10.890')
('11.010', '13.770')
('14.160', '16.800')
('16.920', '20.820')
('21.240', '24.720')
('24.960', '27.090')
('27.480', '29.850')
('29.910', '31.470')
('31.470', '32.970')
('32.970', '34.650')
('35.430', '38.820')
('39.330', '40.680')
('41.010', '42.330')
('42.750', '44.250')
('44.400', '45.600')
('46.560', '49.680')
('50.460', '54.180')
('54.300', '55.530')
('55.530', '56.850')
('57.570', '59.820')
('59.910', '61.500')
('61.530', '63.420')
('64.800', '66.540')
('66.720', '69.660')
('69.960', '72.480')
('74.010', '75.360')
('75.630', '78.030')
('78.630', '81.570')
('81.690', '83.460')
('83.760', '86.040')
('86.100', '87.750')
('87.840', '89.730')
('89.790', '91.710')
('92.340', '93.930')
('94.170', '95.490')
('97.410', '98.640')
('98.730', '100.560')
('100.650', '102.180')
('102.270', '103.440')
('103.440', '105.570')
('105.840', '107.220')
('107.310', '108.480')
('109.470', '110.310')
('110.730', '111.810')
('111.990', '116.130')
('116.730', '118.230')
('118.350', '120.090')
('120.960', '122.730')
('122.940', '123.990')
('124.110', '128.040')
('128.550', '129.960')
('129.990', '131.580')
('131.670', '132.270')
('133.020', '134.040')
('134.310', '136.410')
('136.560', '138.150')
('138.660', '139.410')
('139.860', '141.660')
('141.900', '143.550')
('143.850', '148.110')
('148.890', '152.340')
('152.670', '156.780')
('156.960', '158.460')
('158.460', '159.420')
('159.630', '160.470')
('161.130', '161.970')
('162.390', '163.710')
('164.490', '166.770')
('167.130', '168.330')
('168.660', '170.310')
('170.700', '171.690')
('171.840', '172.920')
('172.950', '173.760')
('173.790', '175.110')
('175.920', '177.180')
('177.600', '178.830')
('178.830', '181.260')
('181.350', '182.490')
('183.060', '185.880')
('186.030', '187.710')
('188.010', '189.090')
('189.090', '190.170')
('190.890', '191.790')
('191.880', '193.110')
('193.740', '195.690')
('195.690', '196.500')
('196.680', '197.880')
('198.150', '198.750')
('198.990', '200.910')
('201.750', '204.540')
('205.470', '206.850')
('206.910', '208.110')
('208.410', '209.130')
('209.160', '211.080')
('212.400', '213.690')
('215.730', '216.990')
('217.020', '218.040')
('218.940', '220.350')
('221.250', '222.720')
('223.230', '224.160')
('224.610', '225.690')
('225.810', '226.620')
('226.740', '228.540')
('229.080', '229.680')
('229.830', '231.450')
('231.480', '232.410')
('234.180', '236.370')
('236.700', '237.330')
('237.570', '239.760')
('240.240', '242.280')
('243.480', '246.390')
('246.690', '247.500')
('248.370', '249.660')
('249.870', '251.040')
('251.130', '252.660')
('253.620', '255.060')
('255.270', '256.740')
('256.740', '257.370')
('257.430', '258.720')
('258.720', '259.620')
('260.010', '263.100')
('263.850', '264.450')
('264.840', '266.400')
('266.910', '268.260')
('268.950', '269.700')
('270.780', '271.380')
('271.680', '272.940')
('273.000', '273.750')
('274.590', '275.790')
('276.540', '277.170')
('277.260', '278.400')
('278.850', '279.690')
('279.900', '280.890')
('281.430', '282.030')
('282.360', '284.550')
('284.910', '285.600')
('285.630', '286.710')
('287.280', '288.030')
('288.030', '289.230')
('290.280', '291.420')
('291.720', '292.830')
('292.860', '294.780')
('295.530', '296.730')
('297.570', '299.130')
('299.940', '301.320')
('301.740', '302.640')
('303.210', '306.000')
('306.870', '310.110')
('310.560', '311.880')
('312.270', '313.380')
('313.380', '314.130')
('315.000', '316.500')
('316.830', '319.200')
('319.500', '320.580')
('321.180', '322.200')
('323.040', '324.810')
('324.960', '326.730')
('327.180', '328.380')
('328.650', '330.480')
('330.480', '331.500')
('331.590', '333.030')
('333.480', '335.280')
('335.820', '336.840')
('336.870', '337.800')
('339.210', '340.920')
('341.160', '342.450')
('342.660', '344.070')
('344.760', '347.220')
('348.120', '349.050')
('349.980', '351.750')
('351.960', '352.980')
('353.130', '355.050')
('356.100', '357.690')
('358.140', '359.790')
('360.300', '361.650')
('361.740', '363.120')
('363.150', '364.050')
('364.230', '365.850')
('366.270', '367.830')
('367.890', '369.360')
('370.530', '372.030')
('372.090', '373.440')
('373.740', '375.120')
('375.240', '376.410')
('376.590', '377.220')
('377.460', '379.290')
('379.530', '380.880')
('381.450', '382.650')
('382.830', '383.610')
('384.000', '384.930')
('385.050', '385.980')
('387.390', '388.440')
('389.160', '391.320')
('391.560', '392.190')
('392.430', '394.110')
('394.110', '395.040')
('395.040', '396.090')
('396.390', '397.080')
('397.080', '397.950')
('398.730', '399.600')
('399.870', '400.920')
('402.240', '403.890')
('404.250', '405.270')
('405.420', '406.140')
('406.410', '409.080')
('409.080', '409.740')
('409.950', '412.830')
('412.980', '413.580')
('413.850', '414.930')
('415.140', '416.580')
('416.760', '417.870')
('418.290', '419.340')
('419.520', '421.290')
('421.920', '422.550')
('422.760', '424.320')
('424.980', '426.180')
('426.600', '427.800')
('428.130', '429.120')
('429.300', '432.210')
('433.290', '434.640')
('434.730', '435.330')
('435.480', '437.550')
('437.700', '439.470')
('439.950', '440.940')
('440.970', '443.070')
('444.180', '444.900')
('445.920', '447.330')
('449.460', '450.600')
('451.440', '453.060')
('454.350', '455.370')
('455.490', '456.510')
('456.810', '458.340')
('458.610', '460.350')

