('1.140', '1.800')
('2.400', '7.800')
('7.800', '8.910')
('9.660', '12.210')
('12.210', '12.810')
('12.810', '15.690')
('16.320', '22.230')
('22.290', '22.890')
('22.950', '29.970')
('30.300', '31.590')
('32.490', '36.360')
('36.360', '40.320')
('40.380', '43.020')
('43.260', '44.250')
('44.670', '46.140')
('46.860', '48.060')
('48.720', '50.490')
('56.070', '57.510')
('57.540', '61.620')
('61.800', '62.670')
('62.730', '63.360')
('63.750', '64.890')
('65.820', '67.710')
('68.160', '71.280')
('71.880', '72.600')
('72.990', '74.460')
('74.850', '76.950')
('77.820', '78.990')
('81.330', '83.340')
('83.700', '87.090')
('87.120', '91.590')
('91.590', '94.380')
('94.440', '99.180')
('99.210', '99.990')
('100.050', '105.630')
('105.780', '107.940')
('108.390', '111.600')
('111.660', '112.260')
('112.590', '116.760')
('117.390', '121.620')
('121.680', '122.280')
('122.640', '124.410')
('124.890', '128.910')
('129.210', '131.430')
('131.430', '132.240')
('132.780', '134.520')
('134.700', '136.590')
('137.880', '142.530')
('143.040', '143.760')
('143.820', '145.830')
('145.860', '150.420')
('150.450', '152.640')
('153.030', '157.080')
('157.110', '158.280')
('158.280', '160.110')
('160.200', '161.880')
('161.880', '166.740')
('166.770', '167.880')
('168.510', '176.670')
('177.180', '179.640')
('179.910', '184.560')
('184.890', '189.210')
('189.210', '190.560')
('190.590', '192.090')
('193.950', '194.940')
('196.770', '198.090')
('201.960', '203.040')
('203.040', '204.720')
('204.840', '208.980')
('208.980', '211.410')
('212.160', '213.030')
('213.630', '218.250')
('218.460', '222.000')
('222.360', '224.340')
('224.700', '226.950')
('227.100', '234.300')
('234.990', '238.440')
('238.740', '239.340')
('239.370', '243.330')
('243.450', '247.470')
('248.190', '250.980')
('251.190', '253.470')
('253.560', '255.060')
('255.090', '256.740')
('256.800', '259.230')
('259.500', '260.370')
('261.750', '263.910')

