('0.000', '11.820')
('11.970', '13.170')
('13.440', '18.150')
('18.150', '22.170')
('23.310', '26.460')
('26.910', '31.440')
('31.530', '32.580')
('32.700', '34.470')
('34.470', '37.050')
('37.410', '39.000')
('40.380', '43.800')
('43.800', '47.310')
('47.340', '52.440')
('52.440', '53.460')
('54.060', '57.210')
('57.960', '58.650')
('58.680', '62.100')
('62.130', '65.340')
('65.340', '67.530')
('67.530', '68.250')
('68.280', '72.330')
('72.360', '74.580')
('74.580', '75.690')
('75.690', '80.520')
('80.520', '81.600')
('82.320', '83.250')
('83.250', '86.220')
('86.310', '89.760')
('90.090', '90.780')
('90.870', '93.840')
('93.840', '96.060')
('96.120', '98.190')
('98.190', '99.780')
('100.980', '103.320')
('103.470', '104.970')
('105.570', '106.620')
('106.980', '111.480')
('111.510', '112.530')
('112.980', '113.610')
('113.640', '114.900')
('115.470', '116.370')
('117.360', '122.580')
('122.670', '126.210')
('126.210', '134.070')
('134.280', '137.400')
('137.490', '139.800')
('139.800', '140.460')
('140.610', '145.920')
('146.820', '148.050')
('148.470', '150.810')
('150.810', '152.100')
('152.100', '157.470')
('157.470', '161.250')
('161.370', '168.060')
('168.060', '170.490')
('170.490', '174.480')
('174.840', '177.450')
('177.450', '179.340')
('179.340', '181.890')
('182.280', '191.190')
('191.220', '193.770')
('193.860', '194.610')
('194.700', '197.490')
('197.490', '200.070')
('200.070', '203.610')
('203.610', '205.920')
('206.190', '212.460')
('212.460', '215.190')
('215.190', '219.840')
('219.840', '221.520')
('221.580', '226.890')
('226.890', '229.830')
('229.980', '234.360')
('234.630', '238.110')
('238.200', '241.230')
('241.260', '245.010')
('246.060', '248.940')
('249.180', '249.780')
('249.780', '254.040')
('254.070', '255.270')
('255.270', '259.620')
('259.620', '260.400')
('260.400', '263.790')
('263.850', '267.570')
('267.660', '271.860')
('272.400', '273.390')
('274.080', '275.280')
('275.700', '277.560')
('278.220', '279.450')
('279.540', '280.770')
('280.800', '284.850')
('285.030', '287.370')
('287.400', '290.760')
('290.760', '294.150')
('294.450', '298.140')
('298.140', '301.290')
('301.470', '302.820')
('303.330', '307.170')
('307.170', '308.640')
('308.670', '310.320')
('310.530', '312.240')
('312.630', '314.910')
('314.910', '319.560')
('319.980', '321.300')
('321.630', '323.850')
('324.240', '325.260')
('325.440', '327.570')
('327.960', '328.830')
('329.010', '332.280')
('332.460', '335.970')
('336.120', '337.950')
('338.520', '342.690')
('342.750', '345.480')
('346.080', '350.010')
('350.370', '352.560')
('352.590', '357.210')
('357.360', '363.300')
('363.300', '364.620')
('364.620', '367.740')
('368.190', '372.450')
('372.450', '374.160')
('374.550', '378.720')
('378.960', '383.370')
('383.370', '390.960')
('390.990', '393.750')
('393.750', '396.300')
('396.300', '398.220')
('398.220', '401.160')
('401.430', '402.360')
('402.360', '407.190')
('407.370', '408.180')
('408.300', '413.430')
('413.430', '416.010')
('416.010', '418.680')
('418.680', '421.920')
('422.430', '432.360')
('432.810', '441.090')
('441.090', '442.350')
('442.710', '445.140')
('445.140', '448.530')
('449.100', '449.910')
('449.910', '455.610')
('455.700', '457.110')
('457.740', '458.370')
('458.400', '460.170')
('460.380', '464.940')
('464.940', '467.220')
('467.790', '469.020')
('469.200', '470.790')
('471.480', '476.190')
('476.190', '479.880')
('479.940', '482.640')
('482.640', '485.850')
('485.850', '490.710')
('490.710', '493.860')
('493.860', '498.930')
('499.020', '499.620')
('499.620', '501.210')
('501.600', '507.570')
('507.600', '510.990')
('511.560', '513.420')
('513.480', '517.080')
('517.710', '519.330')
('519.330', '521.880')
('521.880', '523.200')
('523.260', '526.140')
('526.140', '528.840')
('528.900', '529.770')
('529.800', '531.780')
('531.780', '537.540')
('538.320', '540.300')
('540.960', '542.040')
('542.040', '543.180')
('544.320', '544.920')
('545.070', '547.380')
('547.860', '548.490')
('548.520', '560.520')
('560.520', '563.430')
('563.430', '565.020')
('565.020', '569.160')
('569.340', '569.940')
('569.970', '574.770')
('574.920', '579.090')
('579.150', '581.250')
('581.280', '585.120')
('585.330', '588.060')
('588.060', '590.430')
('590.460', '594.840')
('594.900', '597.630')
('597.630', '600.060')
('600.060', '603.450')
('607.260', '608.220')
('608.310', '609.570')
('609.570', '613.260')
('613.260', '616.290')
('616.380', '619.410')
('619.500', '622.260')
('622.290', '627.210')
('627.240', '630.480')
('630.480', '634.410')
('634.650', '636.000')
('636.240', '641.640')
('641.700', '642.780')
('643.050', '643.890')
('643.890', '645.540')
('645.540', '647.520')
('647.550', '648.300')
('648.480', '654.390')
('654.690', '659.490')
('659.490', '660.360')
('660.810', '668.070')
('668.160', '674.700')
('674.790', '675.510')
('675.510', '676.140')
('676.140', '682.410')
('682.410', '686.610')
('686.610', '690.060')
('690.060', '693.990')
('694.110', '699.600')
('699.720', '702.390')
('702.390', '707.910')
('707.910', '710.280')
('710.340', '715.350')
('715.380', '719.850')
('719.850', '720.570')
('723.450', '726.000')
('726.000', '729.990')
('729.990', '734.190')
('734.190', '743.460')
('743.520', '748.440')
('748.440', '750.900')
('750.990', '752.070')
('752.070', '753.420')
('754.650', '756.870')
('756.870', '757.590')
('757.590', '761.100')
('761.760', '763.650')
('763.650', '766.740')
('766.890', '770.310')
('770.430', '772.800')
('772.800', '777.240')
('777.360', '780.810')
('781.440', '785.040')
('785.040', '789.330')
('789.930', '792.330')
('792.360', '797.700')
('797.700', '802.470')
('802.500', '810.240')
('811.590', '813.480')
('814.230', '816.990')
('816.990', '820.080')
('820.470', '823.440')
('823.500', '824.790')
('824.790', '827.130')
('827.370', '829.950')
('829.980', '832.230')
('832.710', '836.610')
('837.270', '838.830')
('838.980', '842.790')
('842.790', '845.400')
('845.400', '847.710')
('848.100', '849.480')
('849.870', '852.960')
('852.960', '854.910')
('854.910', '858.120')
('858.720', '861.450')
('861.690', '865.230')
('865.230', '868.470')
('868.710', '870.660')
('871.050', '872.370')
('872.460', '874.230')
('874.560', '879.150')
('879.180', '880.560')
('880.680', '884.370')
('884.370', '890.640')
('890.640', '893.520')
('893.520', '894.750')
('894.780', '897.720')
('897.840', '899.490')
('899.490', '903.120')
('903.240', '904.080')
('904.080', '911.940')
('911.940', '912.780')
('912.780', '916.740')
('916.890', '920.520')
('920.730', '923.670')
('923.670', '925.260')
('925.290', '926.580')
