('0.030', '10.170')
('10.650', '14.790')
('14.880', '19.080')
('19.770', '20.880')
('20.910', '25.050')
('25.050', '28.380')
('28.590', '34.860')
('35.310', '39.810')
('40.560', '48.210')
('48.510', '51.270')
('51.270', '52.890')
('53.340', '59.370')
('60.420', '63.150')
('63.300', '66.660')
('67.200', '75.630')
('75.750', '79.770')
('80.880', '84.900')
('85.140', '88.020')
('88.020', '88.740')
('88.740', '91.260')
('91.680', '93.930')
('93.930', '95.130')
('95.130', '98.040')
('99.480', '103.050')
('103.260', '105.210')
('105.420', '107.760')
('108.420', '113.730')
('114.450', '116.010')
('116.130', '117.630')
('119.190', '121.620')
('121.620', '125.790')
('126.030', '129.930')
('130.200', '130.920')
('131.580', '134.520')
('134.520', '135.570')
('136.920', '141.540')
('142.500', '145.530')
('145.800', '146.490')
('146.610', '148.980')
('149.100', '150.630')
('151.830', '154.650')
('155.070', '155.730')
('155.730', '159.180')
('160.110', '161.460')
('161.460', '162.060')
('162.060', '163.140')
('163.230', '164.130')
('164.160', '165.720')
('165.720', '167.220')
('167.580', '169.350')
('169.380', '170.040')
('170.100', '171.420')
('171.420', '175.800')
('176.010', '177.750')
('178.650', '182.190')
('182.400', '183.660')
('183.720', '186.360')
('186.540', '187.740')
('187.860', '189.930')
('189.990', '191.790')
('192.030', '193.470')
('194.520', '197.220')
('197.220', '198.930')
('199.260', '201.390')
('201.780', '202.890')
('202.920', '206.910')
('207.900', '208.860')
('209.190', '211.470')
('211.530', '213.420')
('213.840', '215.940')
('215.970', '219.390')
('220.140', '222.000')
('222.090', '224.160')
('224.280', '225.930')
('226.470', '227.340')
('228.210', '229.170')
('229.170', '233.880')
('234.000', '235.680')
('235.800', '237.240')
('239.250', '242.790')
('242.820', '246.300')
('247.350', '251.100')
('251.640', '254.220')
('254.820', '255.420')

