('0.000', '6.360')
('6.570', '8.010')
('8.070', '12.990')
('13.110', '15.660')
('16.200', '18.060')
('18.180', '21.450')
('22.050', '23.370')
('23.400', '28.230')
('28.440', '29.580')
('29.850', '34.560')
('35.250', '39.120')
('40.080', '43.920')
('43.920', '47.130')
('47.310', '51.090')
('52.290', '55.200')
('55.230', '59.400')
('59.820', '60.960')
('60.960', '64.230')
('64.350', '66.300')
('66.330', '68.820')
('69.300', '71.310')
('73.140', '76.800')
('77.310', '78.720')
('78.750', '81.630')
('81.870', '84.030')
('84.120', '86.640')
('87.240', '88.770')
('88.860', '93.900')
('94.080', '96.720')
('98.520', '100.350')
('100.350', '103.140')
('103.770', '105.600')
('105.780', '107.790')
('108.060', '111.510')
('112.110', '117.510')
('122.490', '127.980')
('128.070', '130.380')
('130.530', '133.290')
('133.290', '140.040')
('140.370', '142.260')
('142.260', '143.760')
('144.210', '148.770')
('148.890', '150.210')
('152.460', '161.490')
('162.240', '167.280')
('167.310', '169.320')
('175.410', '176.310')
('176.490', '179.760')
('179.760', '180.390')
('180.480', '183.570')
('184.050', '187.110')
('187.170', '188.100')
('188.100', '190.380')
('191.490', '193.020')
('193.020', '194.010')
('194.220', '199.080')
('199.320', '203.220')
('203.370', '206.790')
('207.960', '213.120')
('213.300', '216.240')
('217.830', '222.780')
('223.020', '230.910')
('231.930', '234.600')
('234.660', '235.320')
('235.320', '238.050')
('238.380', '241.950')
('241.980', '242.850')
('243.000', '247.800')
('247.860', '248.670')
('248.670', '250.170')
('250.350', '252.660')
('255.570', '259.260')
('259.440', '260.430')
('260.490', '263.460')
('263.580', '265.050')
('265.140', '267.150')
('267.300', '268.110')
('268.440', '272.280')
('272.460', '274.500')
('275.310', '275.910')
('275.940', '279.450')
('279.690', '282.660')
('282.660', '283.440')
('284.040', '284.970')
('285.090', '287.820')
('288.120', '291.990')
('292.140', '294.900')
('295.560', '298.050')
('298.410', '299.790')
('299.820', '301.200')
('301.200', '305.760')
('306.000', '308.190')
('308.190', '309.960')
('310.080', '313.410')
('313.410', '317.040')
('317.940', '320.340')
('320.460', '323.130')
('323.340', '327.120')
('327.120', '329.160')
('329.850', '332.220')
('332.310', '336.990')
('337.620', '340.110')
('341.370', '343.710')
('346.950', '347.970')
('347.970', '353.460')
('353.520', '354.420')
('354.510', '357.990')
('358.140', '361.980')
('363.390', '364.260')
('364.680', '365.820')
('365.940', '366.600')
('366.630', '369.060')
('369.480', '371.730')
('371.730', '373.170')
('373.410', '377.280')
('379.710', '381.870')
('382.530', '383.160')
('383.160', '384.390')
('384.630', '386.940')
('387.090', '388.860')
('388.950', '394.830')
('396.690', '398.130')
('398.520', '399.480')
('399.510', '403.980')
('404.130', '405.000')
('405.210', '408.120')
('408.300', '409.140')
('409.140', '410.700')
('410.700', '413.820')
('415.080', '416.610')
('417.000', '418.680')
('418.830', '420.900')
('421.440', '422.550')
('423.720', '424.530')
('424.770', '429.120')
('429.120', '431.370')
('432.480', '433.620')
('433.950', '435.780')
('436.230', '438.210')
('438.540', '441.900')
('442.050', '445.440')
('447.030', '447.870')
('448.110', '452.130')
('452.190', '454.920')
('455.370', '458.370')
('458.460', '460.230')
('460.350', '461.850')
('462.390', '463.980')
('463.980', '465.600')
('465.600', '466.590')
('466.920', '469.140')
('469.710', '471.090')
('472.050', '473.970')
('474.060', '474.930')
('474.930', '477.780')
('481.200', '483.930')
('485.820', '487.740')
('487.740', '493.470')
('493.590', '497.100')
('500.130', '501.210')
('501.360', '504.750')
('504.900', '507.090')
('507.090', '510.090')
('510.300', '513.660')
('515.880', '518.190')
('518.730', '519.540')
('519.720', '522.060')
('522.660', '523.770')
('523.830', '528.390')
('528.840', '530.370')
('531.810', '533.100')
('533.430', '534.300')
('535.110', '538.110')
('538.110', '539.580')
('539.700', '541.230')
('543.450', '544.080')
('544.200', '547.440')
('547.440', '549.990')
('550.710', '553.650')
('553.920', '554.790')
('555.030', '558.420')
('558.450', '561.090')
('561.540', '564.510')
('565.080', '567.300')
('567.480', '571.170')
('571.290', '573.900')
('574.080', '575.940')
('576.960', '580.050')
('580.800', '583.500')
('583.650', '584.490')
('585.420', '588.570')
('588.840', '591.240')
('593.370', '596.340')
('596.670', '599.040')
('599.040', '603.870')
('604.620', '608.280')
('608.670', '612.210')
('612.510', '613.350')
('613.470', '614.880')
('615.240', '617.550')
('618.630', '621.570')
('621.570', '623.460')
('626.190', '626.910')
('626.910', '630.570')
('630.990', '633.060')
('633.240', '634.500')
('634.920', '636.360')
('636.630', '639.120')
('639.630', '640.620')
('640.710', '642.300')
('642.300', '643.710')
('643.710', '645.450')
('650.010', '650.610')
('650.880', '651.660')
('651.660', '652.620')
('652.890', '654.600')
('654.870', '656.700')
('657.090', '660.300')
('660.300', '661.170')
('661.890', '663.690')
('664.020', '666.390')
